Country Name,Country Code,gdp1960,gdp1961,gdp1962,gdp1963,gdp1964,gdp1965,gdp1966,gdp1967,gdp1968,gdp1969,gdp1970,gdp1971,gdp1972,gdp1973,gdp1974,gdp1975,gdp1976,gdp1977,gdp1978,gdp1979,gdp1980,gdp1981,gdp1982,gdp1983,gdp1984,gdp1985,gdp1986,gdp1987,gdp1988,gdp1989,gdp1990,gdp1991,gdp1992,gdp1993,gdp1994,gdp1995,gdp1996,gdp1997,gdp1998,gdp1999,gdp2000,gdp2001,gdp2002,gdp2003,gdp2004,gdp2005,gdp2006,gdp2007,gdp2008,gdp2009,gdp2010,gdp2011,gdp2012,gdp2013,gdp2014,gini1960,gini1961,gini1962,gini1963,gini1964,gini1965,gini1966,gini1967,gini1968,gini1969,gini1970,gini1971,gini1972,gini1973,gini1974,gini1975,gini1976,gini1977,gini1978,gini1979,gini1980,gini1981,gini1982,gini1983,gini1984,gini1985,gini1986,gini1987,gini1988,gini1989,gini1990,gini1991,gini1992,gini1993,gini1994,gini1995,gini1996,gini1997,gini1998,gini1999,gini2000,gini2001,gini2002,gini2003,gini2004,gini2005,gini2006,gini2007,gini2008,gini2009,gini2010,gini2011,gini2012,gini2013,gini2014
Cote d'Ivoire,CIV,546203558.5,618245635.1,645284474.6,761047199,921063326.3,919771228,1024102882,1082922726,1281281278,1361360292,1455482795,1584128511,1849400398,2508421426,3070152314,3893839184,4662053820,6265068200,7900526290,9142933956,10175617589,8432589956,7567110856,6838184772,6841639250,6977650648,9158302111,10087654451,10255169812,9757410630,10795850585,10492628588,11152971284,11045760269,8313557515,11000146269,12139234220,11722143261,12612034273,12376639180,10717022848,11192560719,12346919152,15306602195,16554441555,17084927540,17800887469,20343636059,24224905504,24277494338,24884503951,25381617036,27040560686,31292558602,34253611098,,,,,,,,,,,,,,,,,,,,,,,,,,45.57,38.62,40.43,36.89,,,,,39.34,,36.68,,,39.06,,,,41.47,,,,,,43.19,,,,,,
Cameroon,CMR,618740962,657597316.8,699373631.1,723624330.9,782384404,814140009.4,853268764.4,934078958.3,1053076992,1152418382,1160002329,1233991071,1430951432,1758727647,2255496517,2752770609,3076592634,3366368801,4409920571,5811443663,6740757493,7636346057,7322913600,7381853865,7801858401,8148223552,10621157923,12302473329,12493286837,11140057046,11151578703,12434368416,11396311478,13532134752,9220471471,8733230556,9732328761,9840553566,9629649715,10486451907,9287367569,9633109257,10879778328,13621738512,15775356737,16587857509,17953066721,20431780378,23322254114,23381142147,23622483984,26587311528,26472056038,29567504655,32548591286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.57,,,,,42.13,,,,,,40.72,,,,,,,
"Congo, Rep.",COG,131731862.6,151675739.2,166521239.9,172233430.9,185693724.8,198318063.9,220613582.4,237397428.3,251247458,265040036.1,274960699.9,322128019.3,410669262.9,541973362.5,585364635.3,767102679,754549600.5,765224030.6,878771771.3,1198749666,1705796850,1993512326,2160640567,2097274290,2193581366,2160872541,1849268215,2297753649,2212536313,2389593022,2798746051,2724853508,2933222706,1918970178,1769365439,2116003868,2540697538,2322719101,1949481381,2353909442,3219910666,2794259756,3019993723,3495868725,4648628840,6087002682,7731261311,8394688284,11859014004,9593536531,12007880590,14425607224,13677930124,14085852120,14135462556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.32,,,,,,40.17,,,
Colombia,COL,4040948305,4552914130,4968598031,4838841456,5992169467,5790247619,5452762963,5727208180,5918467519,6405440200,7198373469,7820367893,8671371951,10315774588,12370045405,13098633902,15341403660,19470978268,23263511958,27940389361,33400712095,36388389129,38968019453,38729822782,38253120738,34894419525,34942483688,36373312083,39212545681,39540083646,40274204595,41239551378,49279585355,55802540101,81703496604,92507277798,97160111573,1.07E+11,98443743191,86186156584,99886577576,98203544965,97933392356,94684582573,1.17E+11,1.47E+11,1.63E+11,2.07E+11,2.44E+11,2.34E+11,2.87E+11,3.35E+11,3.70E+11,3.80E+11,3.78E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.11,53.59,,51.32,51.45,,,,56.94,,,58.74,58.68,57.77,57.51,54.42,56.12,55.06,58.66,58.88,56.05,55.92,55.51,54.18,53.53,,
Comoros,COM,,,,,,,,,,,,,,,,,,,,,123505661.3,114271876.3,107089562.7,111519674,107489831.8,114490708.9,162487778.5,196433673.8,207476558.4,198733188.2,250030778.4,246823412.9,266191082.8,263568133.1,185761813.2,231896233.7,230495756.5,212099640.8,215394048.6,222580461.6,201899883.6,220093828.3,246737670.8,317562300.8,368143111,380372884.8,406111892.7,462453622,523134877.7,524157263.9,530493417.6,586281824.1,570865871.9,618664794,647720102.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.3,,,,,,,,,,
Cabo Verde,CPV,,,,,,,,,,,,,,,,,,,,,142246875.5,139468114.6,140630758.6,138476239.4,132019065,137728155.2,190651208,235253171.8,264308140.3,267448513.1,306891107.3,319827058.6,357160985.3,490417389.7,406580652.3,487148993.5,501979075.4,490608657.9,521910560.5,592416703.1,539227052.9,563024256.7,620974807.1,813963933.8,924318505.9,971976952.2,1107890815,1513934037,1789332788,1711816593,1664310632,1864823991,1751887838,1837909383,1871187334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.52,,,,,43.82,,,,,,,
Costa Rica,CRI,507516613.3,490324260.7,479181219.9,511902559.4,542578815.2,592981162.3,647305630.2,699456618.9,773841494.3,853630203.8,984830158.5,1077152881,1238251653,1528916176,1666544790,1960863537,2412555513,3072427124,3523208937,4035519469,4831447176,2623807082,2606621246,3976453954,4593908762,4796628461,5477895475,5841132962,6063759371,6866402028,7403457319,7162546761,8573611050,9638291587,10557530654,11722357067,11843228540,12828975924,14101753567,15796567138,15946443103,16403602943,16844378578,17517536016,18596365927,19964925503,22526463619,26322000105,29837895769,29382694861,36298327620,41237293551,45300669857,49236710394,49552580683,,,,,,,,,,,,,,,,,,,,,,,,,,,34.42,,,46.69,45.3,46.65,45.71,46,46.75,45.71,46.54,45.62,45.67,47.67,47.44,51.1,50.89,49.93,48.92,47.77,49.31,49.49,49.14,50.97,48.1,48.6,48.61,,
Caribbean small states,CSS,1859229127,2010807365,2120345751,2258228757,2429886817,2614400289,2834716243,3047396318,3031236428,3303911434,3646983512,3971866810,4595320672,5050458052,6535038886,7650579946,7874820032,9115305702,9329515049,10715529705,13198346287,14416121413,16021593674,16406832298,15572528823,15339714647,13910360616,14931366009,15805757938,16151256708,17581092366,17457961941,17177932579,17881237286,18982650105,20821836849,22680636447,25356787976,27847248270,29613300913,32283550906,33156568948,34952635476,37422356831,40770535976,46644709705,52406022694,58258651663,66487175102,55997346880,59206873544,63821937994,65253803029,66803441355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,,,,,,,,,,,5693005244,6914658389,8135150889,9987709686,11405957363,13027415252,13789579893,14206158658,17844705319,19584443219,19912889808,20150254124,20953510266,22205716020,24039383641,22921491787,24226283927,25213614325,27458999536,27025200369,28645436551,24317883624,22085858204,22367254851,28448326796,30428638304,25017300000,25366200000,25736600000,28365300000,30565200000,31683300000,33590400000,35901500000,38202800000,42644200000,52742100000,58603500000,60806300000,62078600000,64328200000,68990140000,73139050000,77149700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012444074,,,,,,,,,,3207032513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,,,,,,,,,,,,,,,,489912541.5,576090015.5,734876215.4,964024708.1,1288699035,2154311277,2087496374,2159242417,2160364071,2278248953,2430411900,3090734463,3704813886,4278792597,4563482604,5591130218,5770197348,6912150456,6590291048,7425703929,9914864166,9989422836,9504538198,10209966063,10443559871,9929632422,10328979964,11345759615,14445240091,17164625000,18270009451,19866878479,23716042497,27493064742,25593262401,25247424011,27089174646,24940600822,24057251749,23226158986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40315846934,29557058045,34451991510,40452245052,47364870592,59537113791,66775046785,61621364981,66372594575,64719461255,61474265135,67375623427,81696651659,99300329682,1.19E+11,1.36E+11,1.55E+11,1.89E+11,2.35E+11,2.06E+11,2.07E+11,2.27E+11,2.07E+11,2.09E+11,2.06E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4,,,,,26.6,,,25.82,,,,,,,,,26.95,26.74,,26.29,26.18,26.63,26.39,,,
Germany,DEU,,,,,,,,,,,2.15E+11,2.49E+11,2.99E+11,3.97E+11,4.44E+11,4.89E+11,5.18E+11,5.98E+11,7.38E+11,8.78E+11,9.47E+11,7.97E+11,7.74E+11,7.68E+11,7.22E+11,7.30E+11,1.04E+12,1.29E+12,1.40E+12,1.39E+12,1.76E+12,1.86E+12,2.12E+12,2.07E+12,2.21E+12,2.59E+12,2.50E+12,2.22E+12,2.24E+12,2.20E+12,1.95E+12,1.95E+12,2.08E+12,2.50E+12,2.82E+12,2.86E+12,3.00E+12,3.44E+12,3.75E+12,3.41E+12,3.41E+12,3.75E+12,3.53E+12,3.73E+12,3.85E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.61,,,,,30.01,,,,,,29.44,,,,31.5,,,31.83,,,30.63,,,,
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,340989541.5,,373371753,395794554.2,409220103.3,452328105,462422016.6,478058323.6,466048487.5,491689240,497723980.1,494004667.1,502675561.7,514267889.4,536080169.1,551230861.9,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684,847918929.1,999105339.3,1198997305,1128611700,1239144502,1353632942,1456344495,1581519706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.96,,,,,,,,,,,,
Dominica,DMA,,,,,,,,,,,,,,,,,,36370369.73,45170369.57,44296295.51,59099998.96,66218517.35,72051850.58,79925924.51,89848146.56,98585183.44,112074072.1,126348145.9,143766664.1,153374071.4,166322219.3,180437033.9,191759255.9,200418515,215459255.5,224037033.1,236444440.3,245781477.1,258440736.2,267740736,335845808.9,343119364.3,337695734.8,350091216,374771474.9,370370370.4,397777777.8,428888888.9,468888888.9,498888888.9,492962963,508518518.5,514814814.8,516666666.7,537777777.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,6248946880,6933842099,7812968114,8316692386,9506678763,10678897387,11721248101,12788479692,13196541952,15009384585,16866160000,18823155542,22966370714,30459575172,33900572610,40251070273,44401703888,49666411247,60281344068,70309789013,70867456839,61376982901,59916302626,60188398032,58673425642,62220603224,87800284266,1.09E+11,1.15E+11,1.12E+11,1.38E+11,1.39E+11,1.53E+11,1.43E+11,1.56E+11,1.85E+11,1.88E+11,1.74E+11,1.77E+11,1.78E+11,1.64E+11,1.65E+11,1.79E+11,2.18E+11,2.51E+11,2.65E+11,2.83E+11,3.20E+11,3.53E+11,3.20E+11,3.20E+11,3.41E+11,3.22E+11,3.36E+11,3.42E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.8,,,,,25.24,,,23.25,,,,,24.06,,,,24.6,,,25.98,,,26.88,,,,
Dominican Republic,DOM,672399700,654100200,824100000,940799900,1025599900,888100000,983900000,1034800000,1079100000,1230500000,1485400100,1666400000,1987300000,2344699900,2925600000,3599300100,3951399900,4587100200,4774400000,5498800100,6631000100,7266999800,7964000300,8622000100,10330399700,5044579947,6122128248,5827050857,5374300243,6686592729,7073674721,9724379020,11277694537,12976408000,14511134921,16358496124,18131813001,19593449903,21171235998,21709041189,23996656676,24894907435,26570402719,21268012747,22163928098,33431028341,35779542420,43685737619,47523573518,47889071494,53042973603,58026114991,60441438857,61198258779,63968961563,,,,,,,,,,,,,,,,,,,,,,,,,,,47.78,,,50.46,,,51.36,,,,47.43,48.92,,,52.01,50.43,50.12,52.09,51.95,49.96,51.9,48.69,49,48.86,47.2,47.4,45.68,,
Algeria,DZA,2723637620,2434766866,2001460839,2703004010,2909340115,3136284385,3039859268,3370870461,3852147113,4257253358,4863487557,5077222330,6761786484,8715106129,13209713770,15557934473,17728348385,20971901063,26364491675,33243421339,42345276288,44348670724,45207090668,48801372228,53698280323,57937867717,63696299985,66742269090,59089065517,55631488294,62045098370,45715368144,48003297249,49946456681,42542573602,41764054035,46941496308,48177861891,48187780126,48640613515,54790058957,54744716706,56760288962,67863832648,85324997370,1.03E+11,1.17E+11,1.35E+11,1.71E+11,1.37E+11,1.61E+11,1.99E+11,2.04E+11,2.10E+11,2.14E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.19,,,,,,,35.33,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (developing only),EAP,80641521654,70820227483,64895298560,69790404798,80977471375,94497219160,1.03E+11,1.00E+11,1.01E+11,1.14E+11,1.27E+11,1.36E+11,1.54E+11,1.95E+11,2.20E+11,2.47E+11,2.51E+11,2.91E+11,2.83E+11,3.28E+11,3.80E+11,4.07E+11,4.24E+11,4.44E+11,4.80E+11,5.25E+11,5.22E+11,5.15E+11,5.76E+11,6.25E+11,6.70E+11,7.30E+11,8.17E+11,8.81E+11,1.06E+12,1.31E+12,1.51E+12,1.56E+12,1.43E+12,1.57E+12,1.73E+12,1.84E+12,2.04E+12,2.30E+12,2.67E+12,3.08E+12,3.71E+12,4.69E+12,5.93E+12,6.43E+12,7.79E+12,9.52E+12,1.06E+13,1.17E+13,1.26E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (all income levels),EAS,1.54E+11,1.54E+11,1.58E+11,1.75E+11,2.02E+11,2.25E+11,2.51E+11,2.72E+11,3.00E+11,3.45E+11,4.05E+11,4.49E+11,5.57E+11,7.35E+11,8.46E+11,9.27E+11,1.02E+12,1.22E+12,1.53E+12,1.67E+12,1.80E+12,1.99E+12,1.95E+12,2.07E+12,2.21E+12,2.35E+12,3.06E+12,3.57E+12,4.31E+12,4.51E+12,4.72E+12,5.31E+12,5.80E+12,6.49E+12,7.25E+12,8.18E+12,7.87E+12,7.56E+12,6.74E+12,7.52E+12,8.12E+12,7.55E+12,7.68E+12,8.45E+12,9.47E+12,1.01E+13,1.07E+13,1.20E+13,1.38E+13,1.42E+13,1.66E+13,1.92E+13,2.06E+13,2.08E+13,2.14E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12E+11,3.29E+11,3.63E+11,4.17E+11,3.87E+11,3.73E+11,3.85E+11,3.15E+11,3.62E+11,3.72E+11,3.90E+11,4.69E+11,4.25E+11,4.32E+11,3.83E+11,4.42E+11,5.63E+11,7.22E+11,8.97E+11,1.05E+12,1.34E+12,1.60E+12,1.33E+12,1.52E+12,1.71E+12,1.75E+12,1.88E+12,1.81E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,4.33E+11,4.61E+11,5.04E+11,5.56E+11,6.16E+11,6.70E+11,7.28E+11,7.83E+11,8.17E+11,8.97E+11,1.01E+12,1.14E+12,1.36E+12,1.73E+12,1.96E+12,2.29E+12,2.38E+12,2.69E+12,3.29E+12,4.02E+12,4.55E+12,4.05E+12,3.91E+12,3.79E+12,3.64E+12,3.77E+12,5.14E+12,6.36E+12,7.08E+12,7.23E+12,8.85E+12,9.12E+12,9.79E+12,9.00E+12,9.41E+12,1.08E+13,1.10E+13,1.04E+13,1.06E+13,1.05E+13,9.92E+12,1.00E+13,1.10E+13,1.34E+13,1.56E+13,1.66E+13,1.80E+13,2.10E+13,2.31E+13,2.03E+13,2.08E+13,2.29E+13,2.20E+13,2.29E+13,2.31E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,1010325142,979108808,958598194.5,1038389642,1156150889,2387048255,2429309514,2553596092,2582180794,3112166848,2862504170,2754220263,3185987235,3891755552,6599259421,7731677257,9091924305,11026346590,11922502171,14175166008,17881514683,21810767209,19929853575,17152483214,16912515183,17149094590,15314143988,13945431882,13051886552,13890828708,15239278100,16988184456,18093864475,18938326276,22708204405,24432379906,25225872274,28161471483,27981319125,19644866963,18327386416,24468324000,28548945000,32432859000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87623411000,94472680000,1.01E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.49,,,,,,,54.32,50.97,,,49.66,58.6,56.38,,,54.99,54.12,54.12,53.2,54.33,50.61,49.28,49.26,46.21,46.57,,
"Egypt, Arab Rep.",EGY,,,,,,5111621014,5339520728,5579168510,6109112150,6861743508,7682492029,8266003360,8763960930,9616725609,9015166840,11437965585,13360477393,14636028510,14849909040,18150000831,22912499601,23405404413,25592366024,28137368517,30642873697,34689560465,35880262340,40507934171,35044633219,39648442534,43130415172,36970555162,41855483493,46578631173,51897983700,60159244528,67629717779,78436575857,84828807306,90710704004,99838541029,97632008178,87850680624,82923680691,78845185716,89685724897,1.07E+11,1.30E+11,1.63E+11,1.89E+11,2.19E+11,2.36E+11,2.63E+11,2.72E+11,2.87E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,30.13,,,,32.76,,,,32.14,,,,30.75,,,,,,
Euro area,EMU,2.46E+11,2.70E+11,3.00E+11,3.37E+11,3.74E+11,4.09E+11,4.46E+11,4.84E+11,5.19E+11,5.73E+11,6.42E+11,7.28E+11,8.79E+11,1.14E+12,1.29E+12,1.50E+12,1.57E+12,1.78E+12,2.18E+12,2.64E+12,2.96E+12,2.57E+12,2.49E+12,2.43E+12,2.33E+12,2.39E+12,3.36E+12,4.16E+12,4.57E+12,4.67E+12,5.88E+12,6.11E+12,6.74E+12,6.18E+12,6.52E+12,7.53E+12,7.62E+12,6.96E+12,7.15E+12,7.12E+12,6.49E+12,6.59E+12,7.17E+12,8.85E+12,1.01E+13,1.05E+13,1.12E+13,1.29E+13,1.41E+13,1.29E+13,1.26E+13,1.36E+13,1.26E+13,1.32E+13,1.34E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.6,467876293.7,531688311.7,578015625,693535954.2,686494476.1,745526149.5,688921325.7,706370812.3,752368494.5,729321364.1,870247701.7,1109054002,1098424709,1211161880,1317974493,1380188800,1856695550,2117039511,2607739837,3091967480,3444097561,3857821138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,12072126075,13834300571,16138545209,19074913948,21343844644,24756958695,28721062242,31647119228,31475548481,36038711600,40881625862,46492694611,58971783588,78426042262,97009806749,1.14E+11,1.18E+11,1.32E+11,1.60E+11,2.14E+11,2.32E+11,2.02E+11,1.95E+11,1.70E+11,1.72E+11,1.80E+11,2.51E+11,3.18E+11,3.75E+11,4.14E+11,5.35E+11,5.76E+11,6.29E+11,5.24E+11,5.29E+11,6.13E+11,6.41E+11,5.89E+11,6.17E+11,6.33E+11,5.95E+11,6.26E+11,7.05E+11,9.07E+11,1.07E+12,1.16E+12,1.26E+12,1.48E+12,1.63E+12,1.50E+12,1.43E+12,1.49E+12,1.36E+12,1.39E+12,1.40E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.33,,,,,37.11,,,,,34.35,,,,33.73,,,32.65,,,35.75,,,,
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4362234461,4739237872,5059174932,5607965291,5715289608,5685524740,6233551159,7308655929,9822154472,12057639752,14003482154,16958976289,22229811114,24184854255,19641844957,19482251656,22802057270,22660728507,24880264958,25904874312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.97,,,,,39.5,,30.06,,,37.64,,35.78,36.01,35.79,34.91,,33.63,33.76,31.25,32,31.59,32.16,32.69,,,
Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,7324903166,7707678023,8567890804,8096302361,9480840477,9848600893,10527338650,10908935747,11476584884,12175166751,13463868381,10492993087,8830712722,6927950563,7663984566,8547939731,8589211395,7818224903,7700833477,8242392101,8231326022,7850809494,8623691299,10131187259,12401139454,15280861839,19707616771,27066912637,32437389114,29933790334,31952763089,43310721414,47524728957,54797679658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.96,,,,30,,,,,,29.83,,,,,33.6,,,,
European Union,EUU,3.59E+11,3.91E+11,4.27E+11,4.71E+11,5.22E+11,5.68E+11,6.16E+11,6.62E+11,6.88E+11,7.55E+11,8.56E+11,9.68E+11,1.16E+12,1.47E+12,1.65E+12,1.93E+12,2.00E+12,2.26E+12,2.77E+12,3.38E+12,3.86E+12,3.42E+12,3.29E+12,3.19E+12,3.06E+12,3.16E+12,4.34E+12,5.37E+12,5.99E+12,6.11E+12,7.58E+12,7.87E+12,8.58E+12,7.82E+12,8.30E+12,9.53E+12,9.73E+12,9.17E+12,9.49E+12,9.48E+12,8.81E+12,8.92E+12,9.72E+12,1.19E+13,1.37E+13,1.43E+13,1.53E+13,1.77E+13,1.90E+13,1.70E+13,1.69E+13,1.83E+13,1.72E+13,1.80E+13,1.85E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42E+11,1.49E+11,1.46E+11,1.43E+11,1.36E+11,1.46E+11,1.58E+11,1.71E+11,1.69E+11,1.81E+11,2.10E+11,1.97E+11,1.92E+11,2.17E+11,2.49E+11,3.01E+11,3.53E+11,4.39E+11,5.57E+11,5.10E+11,5.92E+11,6.29E+11,7.23E+11,7.30E+11,7.20E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,5224102196,5921659485,6340580854,6885920329,7766655086,8589340019,9208524505,9368954010,8823033880,10070766721,11365939977,12536658142,14754086607,19486852342,24867338900,29494585421,31873211263,33524715951,36283032491,44498244543,53685049410,52485533205,52832120390,51014090521,52926394935,55914236378,73586676050,91642093873,1.09E+11,1.19E+11,1.42E+11,1.28E+11,1.13E+11,89255751015,1.03E+11,1.34E+11,1.32E+11,1.27E+11,1.34E+11,1.35E+11,1.26E+11,1.29E+11,1.40E+11,1.71E+11,1.97E+11,2.04E+11,2.17E+11,2.55E+11,2.84E+11,2.51E+11,2.48E+11,2.74E+11,2.57E+11,2.68E+11,2.71E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.19,,,,22.94,,,,23.47,,,,,27.16,,,,28.27,,,28.2,,,27.79,,,,
Fiji,FJI,112334368.4,116993977.8,122912941.2,129461581.5,140040154.3,147084750,150603925.5,162625885.9,166952937.1,182182067.7,219878482.2,247749327.7,316650509,425963359.4,558589870.9,684268280.8,694552411.7,719533137.1,829239489.8,1019743927,1202567359,1235899836,1194015444,1123107276,1177997414,1141210125,1290228617,1177908192,1109976928,1182686577,1337024782,1383843860,1531803061,1635426125,1825285158,1970347721,2129266728,2093994597,1656784780,1942170999,1684109743,1660102346,1842691481,2315935753,2727507213,3006784285,3102771322,3405085854,3523167497,2870612404,3140495193,3646434943,3849837085,3855042259,4029989729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.81,,,,,,42.83,,,,,,
France,FRA,62651474947,68346741504,76313782252,85551113767,94906593388,1.02E+11,1.11E+11,1.19E+11,1.30E+11,1.41E+11,1.49E+11,1.67E+11,2.04E+11,2.65E+11,2.87E+11,3.62E+11,3.73E+11,4.11E+11,5.08E+11,6.16E+11,7.04E+11,6.18E+11,5.87E+11,5.62E+11,5.33E+11,5.55E+11,7.75E+11,9.38E+11,1.02E+12,1.03E+12,1.28E+12,1.28E+12,1.41E+12,1.33E+12,1.40E+12,1.61E+12,1.61E+12,1.46E+12,1.51E+12,1.50E+12,1.37E+12,1.38E+12,1.50E+12,1.85E+12,2.12E+12,2.20E+12,2.33E+12,2.66E+12,2.92E+12,2.69E+12,2.65E+12,2.86E+12,2.68E+12,2.81E+12,2.83E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,32.4,,,,,,31.24,,,,,31.69,,,,,,,,,
Faeroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105688873,1125684470,1062339944,1154899793,1268445919,1486861879,1683997930,1730891409,1970142378,2278229533,2413237402,2257097732,2301178416,2468748768,2356505419,2613458941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,106500000,,,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,222103600,218845700,206900300,219646200,220660500,233226300,240051900,241543400,244991000,239563300,249845600,252991200,255890800,261339600,277510900,294117200,310287500,326161000,316245700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.1,,,,,,,,,,,,,,
Gabon,GAB,141468977.6,167637907.4,182796536.5,154480244.2,215679855.3,226474285.6,245849781.7,271543680.3,294468564.5,318124701.1,323802475.5,381687073.1,430508357.7,722780701.1,1544216004,2157592937,3009409971,2809349074,2389479269,3030251116,4279637934,3862269127,3618007844,3391275731,3561451562,3339914759,3403638194,3281797039,3834503378,4186411457,5952293766,5402919788,5592390833,4378645081,4190819347,4958845649,5694040000,5326817111,4483417313,4662991794,5067865503,5018874131,5310381124,6497305507,7756293438,9458884044,10154041743,12438957208,15508576359,12152235489,14476054183,17830879880,17685007055,17205083304,17228443336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.19,,,,,,,,,
United Kingdom,GBR,72328047042,76694360636,80601939635,85443766670,93387598814,1.01E+11,1.07E+11,1.11E+11,1.05E+11,1.13E+11,1.31E+11,1.48E+11,1.70E+11,1.93E+11,2.06E+11,2.42E+11,2.33E+11,2.63E+11,3.36E+11,4.39E+11,5.65E+11,5.41E+11,5.15E+11,4.90E+11,4.61E+11,4.89E+11,6.01E+11,7.45E+11,9.10E+11,9.27E+11,1.09E+12,1.14E+12,1.18E+12,1.06E+12,1.14E+12,1.24E+12,1.30E+12,1.44E+12,1.53E+12,1.56E+12,1.55E+12,1.53E+12,1.67E+12,1.94E+12,2.30E+12,2.41E+12,2.58E+12,2.96E+12,2.79E+12,2.31E+12,2.41E+12,2.59E+12,2.61E+12,2.68E+12,2.94E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.21,,,36.68,36.83,,,,37.96,,,,,37.63,,,38.07,,,38.04,,,,
