uid,Country.Name,variable,value
3279,"Congo, Rep.",gdp1972,410669262.9
3280,Colombia,gdp1972,8671371951
3281,Comoros,gdp1972,
3282,Cabo Verde,gdp1972,
3283,Costa Rica,gdp1972,1238251653
3284,Caribbean small states,gdp1972,4595320672
3285,Cuba,gdp1972,8135150889
3286,Curacao,gdp1972,
3287,Cayman Islands,gdp1972,
3288,Cyprus,gdp1972,
3289,Czech Republic,gdp1972,
3290,Germany,gdp1972,2.99E+11
3291,Djibouti,gdp1972,
3292,Dominica,gdp1972,
3293,Denmark,gdp1972,22966370714
3294,Dominican Republic,gdp1972,1987300000
3295,Algeria,gdp1972,6761786484
3296,East Asia & Pacific (developing only),gdp1972,1.54E+11
3297,East Asia & Pacific (all income levels),gdp1972,5.57E+11
3298,Europe & Central Asia (developing only),gdp1972,
3299,Europe & Central Asia (all income levels),gdp1972,1.36E+12
3300,Ecuador,gdp1972,3185987235
3301,"Egypt, Arab Rep.",gdp1972,8763960930
3302,Euro area,gdp1972,8.79E+11
3303,Eritrea,gdp1972,
3304,Spain,gdp1972,58971783588
3305,Estonia,gdp1972,
3306,Ethiopia,gdp1972,
3307,European Union,gdp1972,1.16E+12
3308,Fragile and conflict affected situations,gdp1972,
3309,Finland,gdp1972,14754086607
3310,Fiji,gdp1972,316650509
3311,France,gdp1972,2.04E+11
3312,Faeroe Islands,gdp1972,
3313,"Micronesia, Fed. Sts.",gdp1972,
3314,Gabon,gdp1972,430508357.7
3315,United Kingdom,gdp1972,1.70E+11
3316,Georgia,gdp1972,
3317,Ghana,gdp1972,2112253320
3318,Guinea,gdp1972,
3319,"Gambia, The",gdp1972,59160575.51
3320,Guinea-Bissau,gdp1972,87702828.32
3321,Equatorial Guinea,gdp1972,65429198.24
3322,Greece,gdp1972,16947727273
3323,Grenada,gdp1972,
3324,Greenland,gdp1972,106101302.5
3325,Guatemala,gdp1972,2101300000
3326,Guam,gdp1972,
3327,Guyana,gdp1972,285380965.3
3328,High income,gdp1972,3.19E+12
3329,"Hong Kong SAR, China",gdp1972,5710107420
3330,Honduras,gdp1972,802999968
3331,Heavily indebted poor countries (HIPC),gdp1972,32669149692
3332,Croatia,gdp1972,
3333,Haiti,gdp1972,
3334,Hungary,gdp1972,
3335,Indonesia,gdp1972,11605084560
3336,Isle of Man,gdp1972,
3337,India,gdp1972,72716595884
3338,Not classified,gdp1972,
3339,Ireland,gdp1972,6311762392
3340,"Iran, Islamic Rep.",gdp1972,16346614632
3341,Iraq,gdp1972,4113848126
3342,Iceland,gdp1972,849195558.6
3343,Israel,gdp1972,7173788220
3344,Italy,gdp1972,1.45E+11
3345,Jamaica,gdp1972,1875146612
3346,Jordan,gdp1972,788479684.6
3347,Japan,gdp1972,3.13E+11
3348,Kazakhstan,gdp1972,
3349,Kenya,gdp1972,2107267356
3350,Kyrgyz Republic,gdp1972,
3351,Cambodia,gdp1972,505549460.3
3352,Kiribati,gdp1972,18936526.95
3353,St. Kitts and Nevis,gdp1972,22944848.51
3354,"Korea, Rep.",gdp1972,11367558350
3355,Kosovo,gdp1972,
3356,Kuwait,gdp1972,4450537925
3357,Latin America & Caribbean (developing only),gdp1972,
3358,Lao PDR,gdp1972,
3359,Lebanon,gdp1972,
3360,Liberia,gdp1972,368098000
3361,Libya,gdp1972,
3362,St. Lucia,gdp1972,
3363,Latin America & Caribbean (all income levels),gdp1972,
3364,Least developed countries: UN classification,gdp1972,
3365,Low income,gdp1972,
3366,Liechtenstein,gdp1972,124940289.3
3367,Sri Lanka,gdp1972,2553936348
3368,Lower middle income,gdp1972,1.91E+11
3369,Low & middle income,gdp1972,5.93E+11
3370,Lesotho,gdp1972,80915831.92
3371,Lithuania,gdp1972,
3372,Luxembourg,gdp1972,1981669874
3373,Latvia,gdp1972,
3374,"Macao SAR, China",gdp1972,
3375,St. Martin (French part),gdp1972,
3376,Morocco,gdp1972,5074117545
3377,Monaco,gdp1972,402460333.2
3378,Moldova,gdp1972,
3379,Middle East (developing only),gdp1972,
3380,Madagascar,gdp1972,1341590682
3381,Maldives,gdp1972,
3382,Middle East & North Africa (all income levels),gdp1972,56336580840
3383,Mexico,gdp1972,45178119327
3384,Marshall Islands,gdp1972,
3385,Middle income,gdp1972,5.70E+11
3386,"Macedonia, FYR",gdp1972,
3387,Mali,gdp1972,486617279.4
3388,Malta,gdp1972,295106775
3389,Myanmar,gdp1972,
3390,Middle East & North Africa (developing only),gdp1972,
3391,Montenegro,gdp1972,
3392,Mongolia,gdp1972,
3393,Northern Mariana Islands,gdp1972,
3394,Mozambique,gdp1972,
3395,Mauritania,gdp1972,265009396.7
3396,Mauritius,gdp1972,
3397,Malawi,gdp1972,406084196.7
3398,Malaysia,gdp1972,5364357962
3399,North America,gdp1972,1.40E+12
3400,Namibia,gdp1972,
3401,New Caledonia,gdp1972,505892512.9
3402,Niger,gdp1972,742779659.5
3403,Nigeria,gdp1972,12274416018
3404,Nicaragua,gdp1972,878570045.4
3405,Netherlands,gdp1972,53797033782
3406,High income: nonOECD,gdp1972,
3407,Norway,gdp1972,17358610850
3408,Nepal,gdp1972,1024098805
3409,New Zealand,gdp1972,9567209528
3410,High income: OECD,gdp1972,3.00E+12
3411,OECD members,gdp1972,3.07E+12
3412,Oman,gdp1972,366883548.3
3413,Other small states,gdp1972,
3414,Pakistan,gdp1972,9309109504
3415,Panama,gdp1972,1.26E+09
3416,Peru,gdp1972,7.50E+09
3417,Philippines,gdp1972,8017418384
3418,Palau,gdp1972,
3419,Papua New Guinea,gdp1972,858802035.9
3420,Poland,gdp1972,
3421,Puerto Rico,gdp1972,6328900000
3422,"Korea, Dem. Rep.",gdp1972,
3423,Portugal,gdp1972,11240177910
3424,Paraguay,gdp1972,697291727.5
3425,Pacific island small states,gdp1972,516310157.9
3426,French Polynesia,gdp1972,325843254.7
3427,Qatar,gdp1972,510259922.1
3428,Romania,gdp1972,
3429,Russian Federation,gdp1972,
3430,Rwanda,gdp1972,246457838.6
3431,South Asia,gdp1972,92636620556
3432,Saudi Arabia,gdp1972,9664157056
3433,Sudan,gdp1972,2483055715
3434,Senegal,gdp1972,1280328106
3435,Singapore,gdp1972,2950257778
3436,Solomon Islands,gdp1972,40606712.05
3437,Sierra Leone,gdp1972,465381090
3438,El Salvador,gdp1972,1263720000
3439,San Marino,gdp1972,
3440,Somalia,gdp1972,416940946.6
3441,Serbia,gdp1972,
3442,Sub-Saharan Africa (developing only),gdp1972,68203124973
3443,South Sudan,gdp1972,
3444,Sub-Saharan Africa (all income levels),gdp1972,68262113504
3445,Small states,gdp1972,7531494874
3446,Sao Tome and Principe,gdp1972,
3447,Suriname,gdp1972,287600000
3448,Slovak Republic,gdp1972,
3449,Slovenia,gdp1972,
3450,Sweden,gdp1972,48263921552
3451,Swaziland,gdp1972,146741251.5
3452,Sint Maarten (Dutch part),gdp1972,
3453,Seychelles,gdp1972,30645312.35
3454,Syrian Arab Republic,gdp1972,3059682165
3455,Turks and Caicos Islands,gdp1972,
3456,Chad,gdp1972,585427609.5
3457,Togo,gdp1972,335677600.3
3458,Thailand,gdp1972,8177872958
3459,Tajikistan,gdp1972,
3460,Turkmenistan,gdp1972,
3461,Timor-Leste,gdp1972,
3462,Tonga,gdp1972,
3463,Trinidad and Tobago,gdp1972,1083392307
3464,Tunisia,gdp1972,2237570219
3465,Turkey,gdp1972,20431095406
3466,Tuvalu,gdp1972,
3467,Tanzania,gdp1972,
3468,Uganda,gdp1972,1491596639
3469,Ukraine,gdp1972,
3470,Upper middle income,gdp1972,3.81E+11
3471,Uruguay,gdp1972,2189502775
3472,United States,gdp1972,1.28E+12
3473,Uzbekistan,gdp1972,
3474,St. Vincent and the Grenadines,gdp1972,27585488.22
3475,"Venezuela, RB",gdp1972,15922867181
3476,Virgin Islands (U.S.),gdp1972,307100000
3477,Vietnam,gdp1972,
3478,Vanuatu,gdp1972,
3479,West Bank and Gaza,gdp1972,
3480,World,gdp1972,3.77E+12
3481,Samoa,gdp1972,
3482,"Yemen, Rep.",gdp1972,
3483,South Africa,gdp1972,20753220242
3484,"Congo, Dem. Rep.",gdp1972,
3485,Zambia,gdp1972,1872410124
3486,Zimbabwe,gdp1972,2677729400
3487,Aruba,gdp1973,
3488,Andorra,gdp1973,150841574.7
3489,Afghanistan,gdp1973,1733333265
3490,Angola,gdp1973,
3491,Albania,gdp1973,
3492,Arab World,gdp1973,54780879976
3493,United Arab Emirates,gdp1973,
3494,Argentina,gdp1973,
3495,Armenia,gdp1973,
3496,American Samoa,gdp1973,
3497,Antigua and Barbuda,gdp1973,
3498,Australia,gdp1973,63700192184
3499,Austria,gdp1973,29444374165
3500,Azerbaijan,gdp1973,
3501,Burundi,gdp1973,304339839.6
3502,Belgium,gdp1973,47925688263
3503,Benin,gdp1973,504376074.1
3504,Burkina Faso,gdp1973,674773821.2
3505,Bangladesh,gdp1973,8067027098
3506,Bulgaria,gdp1973,
3507,Bahrain,gdp1973,
3508,"Bahamas, The",gdp1973,670900000
3509,Bosnia and Herzegovina,gdp1973,
3510,Belarus,gdp1973,
3511,Belize,gdp1973,78343558.28
3512,Bermuda,gdp1973,269500000
3513,Bolivia,gdp1973,1263018491
3514,Brazil,gdp1973,
3515,Barbados,gdp1973,284759098.1
3516,Brunei Darussalam,gdp1973,433092003.6
3517,Bhutan,gdp1973,
3518,Botswana,gdp1973,244124114.8
3519,Central African Republic,gdp1973,271183082.2
3520,Canada,gdp1973,1.31E+11
3521,Central Europe and the Baltics,gdp1973,
3522,Switzerland,gdp1973,
3523,Channel Islands,gdp1973,
3524,Chile,gdp1973,16387454417
3525,China,gdp1973,1.37E+11
3526,Cote d'Ivoire,gdp1973,2508421426
3527,Cameroon,gdp1973,1758727647
3528,"Congo, Rep.",gdp1973,541973362.5
3529,Colombia,gdp1973,10315774588
3530,Comoros,gdp1973,
3531,Cabo Verde,gdp1973,
3532,Costa Rica,gdp1973,1528916176
3533,Caribbean small states,gdp1973,5050458052
3534,Cuba,gdp1973,9987709686
3535,Curacao,gdp1973,
3536,Cayman Islands,gdp1973,
3537,Cyprus,gdp1973,
3538,Czech Republic,gdp1973,
3539,Germany,gdp1973,3.97E+11
3540,Djibouti,gdp1973,
3541,Dominica,gdp1973,
3542,Denmark,gdp1973,30459575172
3543,Dominican Republic,gdp1973,2344699900
3544,Algeria,gdp1973,8715106129
3545,East Asia & Pacific (developing only),gdp1973,1.95E+11
3546,East Asia & Pacific (all income levels),gdp1973,7.35E+11
3547,Europe & Central Asia (developing only),gdp1973,
3548,Europe & Central Asia (all income levels),gdp1973,1.73E+12
3549,Ecuador,gdp1973,3891755552
3550,"Egypt, Arab Rep.",gdp1973,9616725609
3551,Euro area,gdp1973,1.14E+12
3552,Eritrea,gdp1973,
3553,Spain,gdp1973,78426042262
3554,Estonia,gdp1973,
3555,Ethiopia,gdp1973,
3556,European Union,gdp1973,1.47E+12
3557,Fragile and conflict affected situations,gdp1973,
3558,Finland,gdp1973,19486852342
3559,Fiji,gdp1973,425963359.4
3560,France,gdp1973,2.65E+11
3561,Faeroe Islands,gdp1973,
3562,"Micronesia, Fed. Sts.",gdp1973,
3563,Gabon,gdp1973,722780701.1
3564,United Kingdom,gdp1973,1.93E+11
3565,Georgia,gdp1973,
3566,Ghana,gdp1973,2465492958
3567,Guinea,gdp1973,
3568,"Gambia, The",gdp1973,75187768.35
3569,Guinea-Bissau,gdp1973,89374237.29
3570,Equatorial Guinea,gdp1973,81203226.91
3571,Greece,gdp1973,22430379747
3572,Grenada,gdp1973,
3573,Greenland,gdp1973,140153753.7
3574,Guatemala,gdp1973,2569200100
3575,Guam,gdp1973,
3576,Guyana,gdp1973,307047633
3577,High income,gdp1973,3.86E+12
3578,"Hong Kong SAR, China",gdp1973,8030117556
3579,Honduras,gdp1973,912499968
3580,Heavily indebted poor countries (HIPC),gdp1973,39091855378
3581,Croatia,gdp1973,
3582,Haiti,gdp1973,
3583,Hungary,gdp1973,
3584,Indonesia,gdp1973,17171181163
3585,Isle of Man,gdp1973,
3586,India,gdp1973,87014945186
3587,Not classified,gdp1973,
3588,Ireland,gdp1973,7473663901
3589,"Iran, Islamic Rep.",gdp1973,25789290847
3590,Iraq,gdp1973,5134367439
3591,Iceland,gdp1973,1167646732
3592,Israel,gdp1973,9242138890
3593,Italy,gdp1973,1.75E+11
3594,Jamaica,gdp1973,1905861121
3595,Jordan,gdp1973,943783839.7
3596,Japan,gdp1973,4.25E+11
3597,Kazakhstan,gdp1973,
3598,Kenya,gdp1973,2502136630
3599,Kyrgyz Republic,gdp1973,
3600,Cambodia,gdp1973,702899173.5
3601,Kiribati,gdp1973,31710657.73
3602,St. Kitts and Nevis,gdp1973,24196018.48
3603,"Korea, Rep.",gdp1973,14538310906
3604,Kosovo,gdp1973,
3605,Kuwait,gdp1973,5408804607
3606,Latin America & Caribbean (developing only),gdp1973,
3607,Lao PDR,gdp1973,
3608,Lebanon,gdp1973,
3609,Liberia,gdp1973,386968300
3610,Libya,gdp1973,
3611,St. Lucia,gdp1973,
3612,Latin America & Caribbean (all income levels),gdp1973,
3613,Least developed countries: UN classification,gdp1973,
3614,Low income,gdp1973,
3615,Liechtenstein,gdp1973,165928864.3
3616,Sri Lanka,gdp1973,2875625000
3617,Lower middle income,gdp1973,2.28E+11
3618,Low & middle income,gdp1973,7.33E+11
3619,Lesotho,gdp1973,121181556.2
3620,Lithuania,gdp1973,
3621,Luxembourg,gdp1973,2719623266
3622,Latvia,gdp1973,
3623,"Macao SAR, China",gdp1973,
3624,St. Martin (French part),gdp1973,
3625,Morocco,gdp1973,6242177798
3626,Monaco,gdp1973,523552815.1
3627,Moldova,gdp1973,
3628,Middle East (developing only),gdp1973,
3629,Madagascar,gdp1973,1653062347
3630,Maldives,gdp1973,
3631,Middle East & North Africa (all income levels),gdp1973,75782002834
3632,Mexico,gdp1973,55271303176
3633,Marshall Islands,gdp1973,
3634,Middle income,gdp1973,7.07E+11
3635,"Macedonia, FYR",gdp1973,
3636,Mali,gdp1973,563683703.2
3637,Malta,gdp1973,345616069.5
3638,Myanmar,gdp1973,
3639,Middle East & North Africa (developing only),gdp1973,
3640,Montenegro,gdp1973,
3641,Mongolia,gdp1973,
3642,Northern Mariana Islands,gdp1973,
3643,Mozambique,gdp1973,
3644,Mauritania,gdp1973,333731886.1
3645,Mauritius,gdp1973,
3646,Malawi,gdp1973,444302218.9
3647,Malaysia,gdp1973,8150688748
3648,North America,gdp1973,1.56E+12
3649,Namibia,gdp1973,
3650,New Caledonia,gdp1973,542294864.8
3651,Niger,gdp1973,946385105
3652,Nigeria,gdp1973,15162871287
3653,Nicaragua,gdp1973,1092900015
3654,Netherlands,gdp1973,70646460665
3655,High income: nonOECD,gdp1973,
3656,Norway,gdp1973,22534253703
3657,Nepal,gdp1973,972103599.7
3658,New Zealand,gdp1973,12802560178
3659,High income: OECD,gdp1973,3.62E+12
3660,OECD members,gdp1973,3.70E+12
3661,Oman,gdp1973,483066990.6
3662,Other small states,gdp1973,
3663,Pakistan,gdp1973,6324884160
3664,Panama,gdp1973,1441200000
3665,Peru,gdp1973,1.00E+10
3666,Philippines,gdp1973,10082910556
3667,Palau,gdp1973,
3668,Papua New Guinea,gdp1973,1299105241
3669,Poland,gdp1973,
3670,Puerto Rico,gdp1973,7002400000
3671,"Korea, Dem. Rep.",gdp1973,
3672,Portugal,gdp1973,15092395748
3673,Paraguay,gdp1973,889357059.7
3674,Pacific island small states,gdp1973,703997067.3
3675,French Polynesia,gdp1973,431254103
3676,Qatar,gdp1973,793884372
3677,Romania,gdp1973,
3678,Russian Federation,gdp1973,
3679,Rwanda,gdp1973,290746157.5
3680,South Asia,gdp1973,1.06E+11
3681,Saudi Arabia,gdp1973,14947391342
3682,Sudan,gdp1973,3077254451
3683,Senegal,gdp1973,1471913586
3684,Singapore,gdp1973,4227574227
3685,Solomon Islands,gdp1973,55272108.84
3686,Sierra Leone,gdp1973,575230234.4
3687,El Salvador,gdp1973,1442320000
3688,San Marino,gdp1973,
3689,Somalia,gdp1973,507028439.3
3690,Serbia,gdp1973,
3691,Sub-Saharan Africa (developing only),gdp1973,87355575334
3692,South Sudan,gdp1973,
3693,Sub-Saharan Africa (all income levels),gdp1973,87425391246
3694,Small states,gdp1973,8939774640
3695,Sao Tome and Principe,gdp1973,
3696,Suriname,gdp1973,305300000
3697,Slovak Republic,gdp1973,
3698,Slovenia,gdp1973,
3699,Sweden,gdp1973,58567375724
3700,Swaziland,gdp1973,221902017.3
3701,Sint Maarten (Dutch part),gdp1973,
3702,Seychelles,gdp1973,36896843.19
3703,Syrian Arab Republic,gdp1973,3239488105
3704,Turks and Caicos Islands,gdp1973,
3705,Chad,gdp1973,647199433.6
3706,Togo,gdp1973,406479937.1
3707,Thailand,gdp1973,10838593715
3708,Tajikistan,gdp1973,
3709,Turkmenistan,gdp1973,
3710,Timor-Leste,gdp1973,
3711,Tonga,gdp1973,
3712,Trinidad and Tobago,gdp1973,1308786064
3713,Tunisia,gdp1973,2730787476
3714,Turkey,gdp1973,25724381625
3715,Tuvalu,gdp1973,
3716,Tanzania,gdp1973,
3717,Uganda,gdp1973,1702521008
3718,Ukraine,gdp1973,
3719,Upper middle income,gdp1973,4.84E+11
3720,Uruguay,gdp1973,3964295673
3721,United States,gdp1973,1.43E+12
3722,Uzbekistan,gdp1973,
3723,St. Vincent and the Grenadines,gdp1973,30165373.24
3724,"Venezuela, RB",gdp1973,19445932860
3725,Virgin Islands (U.S.),gdp1973,351600000
3726,Vietnam,gdp1973,
3727,Vanuatu,gdp1973,
3728,West Bank and Gaza,gdp1973,
3729,World,gdp1973,4.57E+12
3730,Samoa,gdp1973,
3731,"Yemen, Rep.",gdp1973,
3732,South Africa,gdp1973,28443804467
3733,"Congo, Dem. Rep.",gdp1973,
3734,Zambia,gdp1973,2434242796
3735,Zimbabwe,gdp1973,3309353600
3736,Aruba,gdp1974,
3737,Andorra,gdp1974,186557162.7
3738,Afghanistan,gdp1974,2155555499
3739,Angola,gdp1974,
3740,Albania,gdp1974,
3741,Arab World,gdp1974,1.05E+11
3742,United Arab Emirates,gdp1974,
3743,Argentina,gdp1974,
3744,Armenia,gdp1974,
3745,American Samoa,gdp1974,
3746,Antigua and Barbuda,gdp1974,
3747,Australia,gdp1974,88789977892
3748,Austria,gdp1974,35104534747
3749,Azerbaijan,gdp1974,
3750,Burundi,gdp1974,345263492.1
3751,Belgium,gdp1974,56246582436
3752,Benin,gdp1974,554654861.5
3753,Burkina Faso,gdp1974,751133642.6
3754,Bangladesh,gdp1974,12459282563
3755,Bulgaria,gdp1974,
3756,Bahrain,gdp1974,
3757,"Bahamas, The",gdp1974,632400000
3758,Bosnia and Herzegovina,gdp1974,
3759,Belarus,gdp1974,
3760,Belize,gdp1974,103216371.9
3761,Bermuda,gdp1974,312600000
3762,Bolivia,gdp1974,2100249875
3763,Brazil,gdp1974,
3764,Barbados,gdp1974,340492903.7
3765,Brunei Darussalam,gdp1974,1073577086
3766,Bhutan,gdp1974,
3767,Botswana,gdp1974,306044207.5
3768,Central African Republic,gdp1974,281398705.9
3769,Canada,gdp1974,1.60E+11
3770,Central Europe and the Baltics,gdp1974,
3771,Switzerland,gdp1974,
3772,Channel Islands,gdp1974,
3773,Chile,gdp1974,15535549706
3774,China,gdp1974,1.42E+11
3775,Cote d'Ivoire,gdp1974,3070152314
3776,Cameroon,gdp1974,2255496517
3777,"Congo, Rep.",gdp1974,585364635.3
3778,Colombia,gdp1974,12370045405
3779,Comoros,gdp1974,
3780,Cabo Verde,gdp1974,
3781,Costa Rica,gdp1974,1666544790
3782,Caribbean small states,gdp1974,6535038886
3783,Cuba,gdp1974,11405957363
3784,Curacao,gdp1974,
3785,Cayman Islands,gdp1974,
3786,Cyprus,gdp1974,
3787,Czech Republic,gdp1974,
3788,Germany,gdp1974,4.44E+11
3789,Djibouti,gdp1974,
3790,Dominica,gdp1974,
3791,Denmark,gdp1974,33900572610
3792,Dominican Republic,gdp1974,2925600000
3793,Algeria,gdp1974,13209713770
3794,East Asia & Pacific (developing only),gdp1974,2.20E+11
3795,East Asia & Pacific (all income levels),gdp1974,8.46E+11
3796,Europe & Central Asia (developing only),gdp1974,
3797,Europe & Central Asia (all income levels),gdp1974,1.96E+12
3798,Ecuador,gdp1974,6599259421
3799,"Egypt, Arab Rep.",gdp1974,9015166840
3800,Euro area,gdp1974,1.29E+12
3801,Eritrea,gdp1974,
3802,Spain,gdp1974,97009806749
3803,Estonia,gdp1974,
3804,Ethiopia,gdp1974,
3805,European Union,gdp1974,1.65E+12
3806,Fragile and conflict affected situations,gdp1974,
3807,Finland,gdp1974,24867338900
3808,Fiji,gdp1974,558589870.9
3809,France,gdp1974,2.87E+11
3810,Faeroe Islands,gdp1974,
3811,"Micronesia, Fed. Sts.",gdp1974,
3812,Gabon,gdp1974,1544216004
3813,United Kingdom,gdp1974,2.06E+11
3814,Georgia,gdp1974,
3815,Ghana,gdp1974,2894409938
3816,Guinea,gdp1974,
3817,"Gambia, The",gdp1974,95796033.66
3818,Guinea-Bissau,gdp1974,98775328.95
3819,Equatorial Guinea,gdp1974,94159862.71
3820,Greece,gdp1974,25444318182
3821,Grenada,gdp1974,
3822,Greenland,gdp1974,169918944.1
3823,Guatemala,gdp1974,3161499900
3824,Guam,gdp1974,
3825,Guyana,gdp1974,433954536
3826,High income,gdp1974,4.36E+12
3827,"Hong Kong SAR, China",gdp1974,9388663646
3828,Honduras,gdp1974,1034500000
3829,Heavily indebted poor countries (HIPC),gdp1974,47490782522
3830,Croatia,gdp1974,
3831,Haiti,gdp1974,
3832,Hungary,gdp1974,
3833,Indonesia,gdp1974,27227711000
3834,Isle of Man,gdp1974,
3835,India,gdp1974,1.01E+11
3836,Not classified,gdp1974,
3837,Ireland,gdp1974,7888970724
3838,"Iran, Islamic Rep.",gdp1974,44331002246
3839,Iraq,gdp1974,11516762224
3840,Iceland,gdp1974,1532466233
3841,Israel,gdp1974,12567673818
3842,Italy,gdp1974,1.99E+11
3843,Jamaica,gdp1974,2375122427
3844,Jordan,gdp1974,1197483949
3845,Japan,gdp1974,4.72E+11
3846,Kazakhstan,gdp1974,
3847,Kenya,gdp1974,2973313898
3848,Kyrgyz Republic,gdp1974,
3849,Cambodia,gdp1974,588443893.7
3850,Kiribati,gdp1974,85637174.37
3851,St. Kitts and Nevis,gdp1974,31514856.72
3852,"Korea, Rep.",gdp1974,20426484041
3853,Kosovo,gdp1974,
3854,Kuwait,gdp1974,13006948740
3855,Latin America & Caribbean (developing only),gdp1974,
3856,Lao PDR,gdp1974,
3857,Lebanon,gdp1974,
3858,Liberia,gdp1974,486955000
3859,Libya,gdp1974,
3860,St. Lucia,gdp1974,
3861,Latin America & Caribbean (all income levels),gdp1974,
3862,Least developed countries: UN classification,gdp1974,
3863,Low income,gdp1974,
3864,Liechtenstein,gdp1974,193980464.9
3865,Sri Lanka,gdp1974,3574586466
3866,Lower middle income,gdp1974,2.93E+11
3867,Low & middle income,gdp1974,9.20E+11
3868,Lesotho,gdp1974,150846210.4
3869,Lithuania,gdp1974,
3870,Luxembourg,gdp1974,3317419221
3871,Latvia,gdp1974,
3872,"Macao SAR, China",gdp1974,
3873,St. Martin (French part),gdp1974,
3874,Morocco,gdp1974,7675408486
3875,Monaco,gdp1974,563939670.7
3876,Moldova,gdp1974,
3877,Middle East (developing only),gdp1974,
3878,Madagascar,gdp1974,1917508190
3879,Maldives,gdp1974,
3880,Middle East & North Africa (all income levels),gdp1974,1.38E+11
3881,Mexico,gdp1974,71976542927
3882,Marshall Islands,gdp1974,
3883,Middle income,gdp1974,8.89E+11
3884,"Macedonia, FYR",gdp1974,
3885,Mali,gdp1974,538747340.8
3886,Malta,gdp1974,376081181.8
3887,Myanmar,gdp1974,
3888,Middle East & North Africa (developing only),gdp1974,
3889,Montenegro,gdp1974,
3890,Mongolia,gdp1974,
3891,Northern Mariana Islands,gdp1974,
3892,Mozambique,gdp1974,
3893,Mauritania,gdp1974,414772366
3894,Mauritius,gdp1974,
3895,Malawi,gdp1974,548618787.1
3896,Malaysia,gdp1974,10100863613
3897,North America,gdp1974,1.71E+12
3898,Namibia,gdp1974,
3899,New Caledonia,gdp1974,637400199.1
3900,Niger,gdp1974,1026137112
3901,Nigeria,gdp1974,24846641318
3902,Nicaragua,gdp1974,1521400012
3903,Netherlands,gdp1974,85792933847
3904,High income: nonOECD,gdp1974,
3905,Norway,gdp1974,27145693810
3906,Nepal,gdp1974,1217953571
3907,New Zealand,gdp1974,13941533370
3908,High income: OECD,gdp1974,4.04E+12
3909,OECD members,gdp1974,4.15E+12
3910,Oman,gdp1974,1645917729
3911,Other small states,gdp1974,
3912,Pakistan,gdp1974,8773030764
3913,Panama,gdp1974,1647100032
3914,Peru,gdp1974,1.25E+10
3915,Philippines,gdp1974,13781190361
3916,Palau,gdp1974,
3917,Papua New Guinea,gdp1974,1467346060
3918,Poland,gdp1974,
3919,Puerto Rico,gdp1974,7684800000
3920,"Korea, Dem. Rep.",gdp1974,
3921,Portugal,gdp1974,17513812155
3922,Paraguay,gdp1974,1199618980
3923,Pacific island small states,gdp1974,1000201321
3924,French Polynesia,gdp1974,555337985.7
3925,Qatar,gdp1974,2401403173
3926,Romania,gdp1974,
3927,Russian Federation,gdp1974,
3928,Rwanda,gdp1974,308458403.6
3929,South Asia,gdp1974,1.28E+11
3930,Saudi Arabia,gdp1974,45412958386
3931,Sudan,gdp1974,3958931648
3932,Senegal,gdp1974,1658273944
3933,Singapore,gdp1974,5260730986
3934,Solomon Islands,gdp1974,84539332.28
3935,Sierra Leone,gdp1974,648590642.9
3936,El Salvador,gdp1974,1665880000
3937,San Marino,gdp1974,
3938,Somalia,gdp1974,467577426.6
3939,Serbia,gdp1974,
3940,Sub-Saharan Africa (developing only),gdp1974,1.15E+11
3941,South Sudan,gdp1974,
3942,Sub-Saharan Africa (all income levels),gdp1974,1.15E+11
3943,Small states,gdp1974,12333527506
3944,Sao Tome and Principe,gdp1974,
3945,Suriname,gdp1974,368600000
3946,Slovak Republic,gdp1974,
3947,Slovenia,gdp1974,
3948,Sweden,gdp1974,65082578727
3949,Swaziland,gdp1974,264311994.1
3950,Sint Maarten (Dutch part),gdp1974,
3951,Seychelles,gdp1974,43135192
3952,Syrian Arab Republic,gdp1974,5159557175
3953,Turks and Caicos Islands,gdp1974,
3954,Chad,gdp1974,652532708.3
3955,Togo,gdp1974,560437817.9
3956,Thailand,gdp1974,13702998647
3957,Tajikistan,gdp1974,
3958,Turkmenistan,gdp1974,
3959,Timor-Leste,gdp1974,
3960,Tonga,gdp1974,
3961,Trinidad and Tobago,gdp1974,2042002018
3962,Tunisia,gdp1974,3545852329
3963,Turkey,gdp1974,35592246949
3964,Tuvalu,gdp1974,
3965,Tanzania,gdp1974,
3966,Uganda,gdp1974,2100142653
3967,Ukraine,gdp1974,
3968,Upper middle income,gdp1974,6.02E+11
3969,Uruguay,gdp1974,4090252474
3970,United States,gdp1974,1.55E+12
3971,Uzbekistan,gdp1974,
3972,St. Vincent and the Grenadines,gdp1974,32924215.75
3973,"Venezuela, RB",gdp1974,29087099933
3974,Virgin Islands (U.S.),gdp1974,395400000
3975,Vietnam,gdp1974,
3976,Vanuatu,gdp1974,
3977,West Bank and Gaza,gdp1974,
3978,World,gdp1974,5.25E+12
3979,Samoa,gdp1974,
3980,"Yemen, Rep.",gdp1974,
3981,South Africa,gdp1974,35727741280
3982,"Congo, Dem. Rep.",gdp1974,
3983,Zambia,gdp1974,2910981258
3984,Zimbabwe,gdp1974,3982161400
3985,Aruba,gdp1975,
3986,Andorra,gdp1975,220112878.4
3987,Afghanistan,gdp1975,2366666615
3988,Angola,gdp1975,
3989,Albania,gdp1975,
3990,Arab World,gdp1975,1.16E+11
